"","pm25","fips","region","longitude","latitude"
"1",9.77118522614686,"01003","east",-87.74826,30.592781
"2",9.99381725284814,"01027","east",-85.842858,33.26581
"3",10.6886181012839,"01033","east",-87.72596,34.73148
"4",11.3374236874237,"01049","east",-85.798919,34.459133
"5",12.1197644686119,"01055","east",-86.032125,34.018597
"6",10.8278048723489,"01069","east",-85.350387,31.189731
"7",11.5839280137523,"01073","east",-86.82805,33.527872
"8",11.2619958748527,"01089","east",-86.588226,34.73079
"9",9.41442269955754,"01097","east",-88.139667,30.722256
"10",11.3914937063423,"01103","east",-86.91892,34.507018
"11",12.3847949521764,"01113","east",-85.1011,32.376002
"12",10.6495003064202,"01117","east",-86.698665,33.26912
"13",11.3338213580728,"01121","east",-86.178278,33.368498
"14",12.3024361179754,"01125","east",-87.511691,33.2356
"15",11.0245082815735,"01127","east",-87.285406,33.819888
"16",6.05886019051495,"02020","west",-149.762097,61.1919
"17",11.1014667422525,"02090","west",-147.568384,64.81859
"18",7.30811257305026,"02110","west",-134.511579,58.351422
"19",7.14762626262626,"02170","west",-149.481089,61.762742
"20",6.92984404484405,"04003","west",-109.904319,31.750272
"21",6.132350718065,"04005","west",-111.511062,35.77144
"22",8.22833917280753,"04013","west",-112.087906,33.494514
"23",5.3284750021471,"04019","west",-111.088624,32.17841
"24",10.5028619597453,"04021","west",-111.498113,32.965668
"25",11.3264992137362,"04023","west",-110.905734,31.4819
"26",5.16541323932628,"04025","west",-112.414707,34.650332
"27",10.8355150496786,"05001","east",-91.429413,34.359997
"28",10.4362348272642,"05003","east",-91.785346,33.18542
"29",11.1147433188335,"05035","east",-90.2728,35.197701
"30",10.8231569069069,"05045","east",-92.379944,35.119477
"31",10.7455228065043,"05051","east",-93.075894,34.545307
"32",10.4503506375228,"05067","east",-91.227582,35.613258
"33",10.7239588859416,"05107","east",-90.761973,34.468372
"34",10.4417366946779,"05113","east",-94.253631,34.48549
"35",11.0976451597588,"05115","east",-93.084446,35.330478
"36",11.8400858533296,"05119","east",-92.294471,34.766541
"37",11.1050030345373,"05131","east",-94.351769,35.293916
"38",10.8870238095238,"05139","east",-92.612793,33.207179
"39",10.6965244667289,"05143","east",-94.198684,36.051379
"40",10.641452991453,"05145","east",-91.730562,35.250106
"41",9.46590188607592,"06001","west",-122.096151,37.716662
"42",9.84229717813051,"06007","west",-121.64631,39.648354
"43",6.76874278843292,"06009","west",-120.557245,38.167573
"44",6.94475890985325,"06011","west",-122.152389,39.187495
"45",8.54517291213449,"06013","west",-122.060886,37.942423
"46",16.1945239442507,"06019","west",-119.90347,36.638374
"47",7.19696623951355,"06023","west",-123.988265,40.747403
"48",9.41794677963536,"06025","west",-115.487593,32.963098
"49",6.43133065191889,"06027","west",-117.693329,36.709037
"50",15.803779721076,"06029","west",-118.683344,35.296023
"51",18.4407314017251,"06031","west",-119.811272,36.155141
"52",3.49435096561789,"06033","west",-122.751791,39.023264
"53",16.6618011295383,"06037","west",-118.234216,34.08851
"54",8.15131805731041,"06045","west",-123.430217,39.363102
"55",15.0157326718079,"06047","west",-120.674118,37.245783
"56",6.45565456155149,"06053","west",-121.528953,36.450732
"57",5.28099869664386,"06057","west",-120.814268,39.270775
"58",14.5062723406882,"06059","west",-117.861663,33.731518
"59",7.96918321142459,"06061","west",-120.947618,38.971576
"60",9.67839312107419,"06063","west",-120.851195,40.020149
"61",17.4290486592135,"06065","west",-116.803605,33.783307
"62",9.67934206826549,"06067","west",-121.389266,38.561106
"63",5.99577421686427,"06069","west",-121.288843,36.745753
"64",9.84362711860765,"06073","west",-117.062993,32.904616
"65",10.7410869231163,"06075","west",-122.437392,37.759881
"66",11.5600218772021,"06077","west",-121.281307,37.945959
"67",7.30846636864851,"06079","west",-120.58746,35.373909
"68",8.99963596301318,"06081","west",-122.331932,37.531037
"69",8.41596420305724,"06083","west",-120.071425,34.649384
"70",9.84144647290684,"06085","west",-121.912818,37.306509
"71",6.19679173840357,"06087","west",-121.973761,37.002349
"72",5.5605463980464,"06089","west",-122.121202,40.688705
"73",5.70241404638811,"06093","west",-122.502816,41.614943
"74",10.0994598549599,"06095","west",-122.051826,38.235934
"75",6.9254031864888,"06097","west",-122.768624,38.440089
"76",16.2519038272246,"06099","west",-120.9588,37.613805
"77",7.30965689062766,"06101","west",-121.658159,39.076193
"78",16.1835830784913,"06107","west",-119.166093,36.234647
"79",9.61713614709045,"06111","west",-119.045326,34.277048
"80",7.7050032488629,"06113","west",-121.775709,38.634155
"81",8.46951893407169,"08001","west",-104.869954,39.866716
"82",6.65466368191024,"08005","west",-104.841455,39.641904
"83",6.77176468914163,"08013","west",-105.195154,40.058094
"84",7.73387698622957,"08031","west",-104.965486,39.726287
"85",5.73200461553332,"08035","west",-104.888716,39.461171
"86",4.18609021246952,"08039","west",-104.292156,39.293642
"87",5.97189954174968,"08041","west",-104.748828,38.865444
"88",6.61487829803047,"08069","west",-105.213007,40.534099
"89",9.32877602411928,"08077","west",-108.509096,39.095228
"90",6.27593990755008,"08083","west",-108.575842,37.353687
"91",7.68074488100719,"08123","west",-104.728213,40.346681
"92",9.82177829367954,"09001","east",-73.35482,41.212896
"93",8.89481883497206,"09003","east",-72.715449,41.769967
"94",7.02987073611182,"09005","east",-73.212688,41.754255
"95",10.001609188939,"09009","east",-72.94032,41.390764
"96",8.82187485318614,"09011","east",-72.092949,41.446109
"97",10.4129542695584,"10001","east",-75.560273,39.092714
"98",11.5517555159747,"10003","east",-75.611707,39.695612
"99",10.8377180079334,"10005","east",-75.342268,38.651424
"100",11.0238225610986,"11001","east",-77.013222,38.913611
"101",7.50346095206785,"12001","east",-82.379953,29.676436
"102",6.87720081743389,"12009","east",-80.685189,28.220079
"103",6.9775362209526,"12011","east",-80.206098,26.134788
"104",7.37522901571828,"12017","east",-82.469163,28.894637
"105",8.3783776391644,"12031","east",-81.638873,30.320873
"106",8.96184160987206,"12033","east",-87.277355,30.502045
"107",8.3415452544009,"12057","east",-82.412079,27.966349
"108",6.74496639545312,"12071","east",-81.846262,26.602541
"109",9.79596697012138,"12073","east",-84.260888,30.462933
"110",5,"12086","east",-80.302264,25.756427
"111",7.28553506718511,"12095","east",-81.404159,28.547129
"112",6.34854026253636,"12099","east",-80.176395,26.637745
"113",7.73819636495411,"12103","east",-82.727766,27.889647
"114",7.67951903770358,"12105","east",-81.758303,27.992436
"115",7.58490910924539,"12111","east",-80.360875,27.348246
"116",6.8008151008151,"12115","east",-82.398881,27.16493
"117",7.50035481331534,"12117","east",-81.310831,28.709909
"118",7.21377345515277,"12127","east",-81.138947,29.049037
"119",11.9592084944023,"13021","east",-83.665205,32.829689
"120",10.8244700530908,"13051","east",-81.107165,32.047559
"121",11.2922785144695,"13059","east",-83.380111,33.954747
"122",12.9139027854494,"13063","east",-84.365597,33.566178
"123",12.018415914295,"13067","east",-84.559283,33.935535
"124",12.1454136960407,"13089","east",-84.25768,33.790944
"125",11.746439215797,"13095","east",-84.163206,31.572874
"126",11.8178209192191,"13121","east",-84.419327,33.779605
"127",9.79381248890527,"13127","east",-81.496294,31.187633
"128",12.1452780063074,"13135","east",-84.058446,33.967056
"129",11.1883344861037,"13139","east",-83.842959,34.296799
"130",11.4223252694182,"13153","east",-83.663234,32.558055
"131",9.70988046483951,"13185","east",-83.277179,30.848527
"132",12.2006601852966,"13215","east",-84.942179,32.490061
"133",10.9490592810391,"13223","east",-84.831116,33.902776
"134",12.392874647024,"13245","east",-82.028396,33.429488
"135",10.6727069308928,"13295","east",-85.291825,34.818692
"136",11.3584635917969,"13303","east",-82.782607,32.949364
"137",12.1213807083732,"13319","east",-83.226599,32.83589
"138",6.82441875383051,"15001","west",-155.393159,19.683885
"139",5.78351927988093,"15003","west",-158.035861,21.426126
"140",5.6939448645207,"15009","west",-156.615839,20.901025
"141",10.3294045074514,"16001","west",-116.280069,43.5603
"142",4.91714043782155,"16005","west",-112.346267,42.777785
"143",10.7924482408342,"16009","west",-116.637643,47.240039
"144",8.8466406534255,"16027","west",-116.673633,43.61814
"145",10.3763269924492,"16041","west",-111.855585,42.153211
"146",12.4378980220572,"16059","west",-113.778243,44.948818
"147",13.3469102904998,"16079","west",-116.040486,47.417879
"148",9.35373976746836,"17001","east",-91.268051,39.965452
"149",11.059005118607,"17019","east",-88.216752,40.136824
"150",11.8780076805531,"17031","east",-87.767817,41.837649
"151",10.9013088512241,"17043","east",-88.063587,41.856029
"152",11.2698378522063,"17065","east",-88.536242,38.096779
"153",10.336829004329,"17083","east",-90.342138,39.083608
"154",10.5814567968035,"17089","east",-88.338441,41.918229
"155",9.2564950627936,"17097","east",-87.983801,42.313322
"156",10.2752187901461,"17099","east",-88.904285,41.332155
"157",10.003862064924,"17111","east",-88.353772,42.296401
"158",10.4695875139353,"17113","east",-88.883582,40.495251
"159",11.6319264428935,"17115","east",-88.953227,39.853136
"160",12.702122831133,"17119","east",-90.018837,38.812515
"161",11.1160700016684,"17143","east",-89.665063,40.752492
"162",10.1047342756054,"17157","east",-89.796877,38.079211
"163",9.65526315789474,"17161","east",-90.507532,41.491433
